sheet,row_idx,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Introduction,0,"File Documentation for the Institutional Characteristics Data File, 2019-20",,,,,,,,,
Introduction,1,(Final/revised release),,,,,,,,,
Introduction,2,,,,,,,,,,
Introduction,3,Filename,IC2019
Introduction,4,  Release 1,July 2020
Introduction,5,  Release 2,March 2021
Introduction,6,Filename,IC2019_RV
Introduction,7,  Final/revised release:,July 2021
Introduction,8,,
Introduction,9,Overview,"This file contains data on program and award level offerings, control and affiliation of institution. It also contains information on special learning opportunities, student services, disability services, tuition plans and athletic conference associations. Services and programs for service members and veterans are also included.  Admissions and test score data, which has been part of the Institutional Characteristics survey component since 2001-02, was moved to the new ADM survey component in 2014 and will be released with other survey components of the IPEDS winter collection module.
Release 2:  Several variables including open admissions policy, distance education offerings and library services were updated based on admissions data collected in the winter collection, distance education fall enrollments and academic library data collected in the spring of the IPEDS survey year. ",,,,,,,,
Introduction,10,Note,"Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look web tables based on provisional data. ",,,,,,,,
Introduction,11,,,,,,,,,,
Introduction,12,Contents of spreadsheet,,,,,,,,,
Introduction,13
Introduction,14,Varlist,"Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).  It all also lists the variable name of all imputation flag variables for each continuous variable. Imputation flag variable describes whether a value for the corresponding variable was reported, imputed or not applicable.",,,,,,,,
Introduction,15,Description,Long description or glossary definition of a variable. ,,,,,,,,
Introduction,16,Frequencies,This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable.(provisional release),,,,,,,,
Introduction,17,Statistics,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file.(provisional release)",,,,,,,,
Introduction,18,FrequenciesRV,This worksheet contains the code values for of all categorical variables in the data file. It also lists the frequency and percent distribution for each code value by variable. (final/revised release),,,,,,,,
Introduction,19,StatisticsRV,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. (final/revised release)",,,,,,,,
Introduction,20,Imputation code values,This worksheet lists the code values for all imputation flag variables.,,,,,,,,
Description,54,10771,SLO9,"What types of special learning opportunities are offered by your institution? [Check all that apply] 
Special learning opportunities - Indicate which of the listed special learning opportunities are offered by your institution. Teacher certification refers to pre-K through 12; if your institution provides certification for some levels (e.g., elementary only and not secondary) be sure to indicate that only certain levels are offered. 

Institution does not have any of the following special learning opportunities: Accelerated programs, Cooperative (work study), Distance learning, Dual enrollment, ROTC, Study abroad, Weekend college, or Teacher certification (below thepostsecondary level)."
Description,55,10776,YRSCOLL,"If your institution grants a bachelor's degree or higher but does not offer a full 4-year program of study at the undergraduate level, how many years of completed college-level work are required for entrance? 

Number of years"
Description,56,10781,STUSRV1,"Which of the following selected students services are offered by your institution? [Check all that apply] 
Student Services - Indicate which of the listed services are offered by your institution

Remedial services 

REMEDIAL SERVICES - Instructional activities designed for students deficient in the general competencies necessary for a regular postsecondary curriculum and educational setting."
Description,57,10786,STUSRV2,"Which of the following selected students services are offered by your institution? [Check all that apply] 
Student Services - Indicate which of the listed services are offered by your institution

Academic/career counseling services 

COUNSELING SERVICE - Activities designed to assist students in making plans and decisions related to their education, career, or personal development."
Description,58,10791,STUSRV3,"Which of the following selected students services are offered by your institution? [Check all that apply] 
Student Services - Indicate which of the listed services are offered by your institution

Employment services for current students 

EMPLOYMENT SERVICES FOR CURRENT STUDENTS - Activities intended to assist students in obtaining part-time employment as a means of defraying part of the cost of their education."
Description,59,10796,STUSRV4,"Which of the following selected students services are offered by your institution? [Check all that apply] 
Student Services - Indicate which of the listed services are offered by your institution

Placement services for program completers 

PLACEMENT SERVICES FOR PROGRAM COMPLETERS - Assistance for students in evaluating their career alternatives as well as in obtaining full-time employment upon leaving the institution."
Description,60,10801,STUSRV8,"Which of the following selected students services are offered by your institution? [Check all that apply] 
Student Services - Indicate which of the listed services are offered by your institution

On-campus day care for children of students 

DAY CARE SERVICE - A student service designed to provide appropriate care and protection of infants, preschool, and school-age children so their parents can participate in postsecondary education programs."
Description,61,10806,STUSRV9,"Which of the following selected students services are offered by your institution? [Check all that apply] 
Student Services - Indicate which of the listed services are offered by your institution

None of the following selected students serveices are offered:
Remedial services, Academic/career counseling services, Employment services for current students, Placement services for program completers, or On-campus day care for children of students"
Description,62,16151,LIBRES1,"Indicate whether your institution offers any of the listed resources or services. If none of the listed resources/services apply, select ""None of the above"". 

Physical facilities

Academic Library - An entity in a postsecondary institution that provides an organized collection of printed or other materials, or a combination thereof; a staff trained to provide and interpret such materials as required to meet the informational, cultural, recreational, or educational needs of the clientele; an established schedule in which services of the staff are available to the clientele; an established schedule in which services of the staff are available to the clientele; and the physical facilities necessary to support such a collection, staff, and schedule. This definition includes libraries that are part of learning resource centers."
Description,63,16153,LIBRES2,"Indicate whether your institution offers any of the listed resources or services. If none of the listed resources/services apply, select ""None of the above"". 

An organized collection of printed materials

Academic Library - An entity in a postsecondary institution that provides an organized collection of printed or other materials, or a combination thereof; a staff trained to provide and interpret such materials as required to meet the informational, cultural, recreational, or educational needs of the clientele; an established schedule in which services of the staff are available to the clientele; an established schedule in which services of the staff are available to the clientele; and the physical facilities necessary to support such a collection, staff, and schedule. This definition includes libraries that are part of learning resource centers."
Description,64,16155,LIBRES3,"Indicate whether your institution offers any of the listed resources or services. If none of the listed resources/services apply, select ""None of the above"". 

Access to digital/electronic resources

Academic Library - An entity in a postsecondary institution that provides an organized collection of printed or other materials, or a combination thereof; a staff trained to provide and interpret such materials as required to meet the informational, cultural, recreational, or educational needs of the clientele; an established schedule in which services of the staff are available to the clientele; an established schedule in which services of the staff are available to the clientele; and the physical facilities necessary to support such a collection, staff, and schedule. This definition includes libraries that are part of learning resource centers."
Description,65,16157,LIBRES4,"Indicate whether your institution offers any of the listed resources or services. If none of the listed resources/services apply, select ""None of the above"". 

A staff trained to provide and interpret library materials

Academic Library - An entity in a postsecondary institution that provides an organized collection of printed or other materials, or a combination thereof; a staff trained to provide and interpret such materials as required to meet the informational, cultural, recreational, or educational needs of the clientele; an established schedule in which services of the staff are available to the clientele; an established schedule in which services of the staff are available to the clientele; and the physical facilities necessary to support such a collection, staff, and schedule. This definition includes libraries that are part of learning resource centers."
Description,66,16159,LIBRES5,"Indicate whether your institution offers any of the listed resources or services. If none of the listed resources/services apply, select ""None of the above"". 

Established library hours

Academic Library - An entity in a postsecondary institution that provides an organized collection of printed or other materials, or a combination thereof; a staff trained to provide and interpret such materials as required to meet the informational, cultural, recreational, or educational needs of the clientele; an established schedule in which services of the staff are available to the clientele; an established schedule in which services of the staff are available to the clientele; and the physical facilities necessary to support such a collection, staff, and schedule. This definition includes libraries that are part of learning resource centers."
Description,67,16161,LIBRES6,"Indicate whether your institution offers any of the listed resources or services. If none of the listed resources/services apply, select ""None of the above"". 

Access to library collections that are shared with other institutions

Academic Library - An entity in a postsecondary institution that provides an organized collection of printed or other materials, or a combination thereof; a staff trained to provide and interpret such materials as required to meet the informational, cultural, recreational, or educational needs of the clientele; an established schedule in which services of the staff are available to the clientele; an established schedule in which services of the staff are available to the clientele; and the physical facilities necessary to support such a collection, staff, and schedule. This definition includes libraries that are part of learning resource centers."
Description,68,16163,LIBRES9,"Indicate whether your institution offers any of the listed resources or services. If none of the listed resources/services apply, select ""None of the above"". 

None of the above

Academic Library - An entity in a postsecondary institution that provides an organized collection of printed or other materials, or a combination thereof; a staff trained to provide and interpret such materials as required to meet the informational, cultural, recreational, or educational needs of the clientele; an established schedule in which services of the staff are available to the clientele; an established schedule in which services of the staff are available to the clientele; and the physical facilities necessary to support such a collection, staff, and schedule. This definition includes libraries that are part of learning resource centers."
Description,69,15241,TUITPL,"Indicate whether or not any of the following alternative tuition plans are offered by your institution.

Tuition guarantee
Prepaid tuition plan
Tuition payment plan
Other

Tuition guarantee - A program where the institution guarantees, to entering first-time students, that tuition will not increase for the years they are enrolled. These guarantees are generally time-bound for four or five years.
Prepaid tuition plan - A program that allows students or their families to purchase college tuition or tuition credits for future years, at current prices.
Tuition payment plan - A program that allows tuition to be paid in installments spread out over an agreed upon period of time, sometimes without interest or finance charges."
Description,70,15244,TUITPL1,"Indicate whether or not any of the following alternative tuition plans are offered by your institution.

Tuition guarantee

Tuition guarantee - A program where the institution guarantees, to entering first-time students, that tuition will not increase for the years they are enrolled. These guarantees are generally time-bound for four or five years."
Description,71,15247,TUITPL2,"Indicate whether or not any of the following alternative tuition plans are offered by your institution.

Prepaid tuition plan

Prepaid tuition plan - A program that allows students or their families to purchase college tuition or tuition credits for future years, at current prices."
Description,72,15250,TUITPL3,"Indicate whether or not any of the following alternative tuition plans are offered by your institution.

Tuition payment plan

Tuition payment plan - A program that allows tuition to be paid in installments spread out over an agreed upon period of time, sometimes without interest or finance charges."
Description,73,15253,TUITPL4,"Indicate whether or not any of the following alternative tuition plans are offered by your institution

Other - (not one of the above alternative plans)."
Description,74,15421,DSTNUGC,"Please indicate at what level(s) your institution does or does not offer distance education courses and/or distance education programs. Check all that apply.

Undergraduate level distant education courses

Distance education course	 - A course in which the instructional content is delivered exclusively via distance education.  Requirements for coming to campus for orientation, testing, or academic support services do not exclude a course from being classified as distance education."
Description,75,15426,DSTNUGP,"Please indicate at what level(s) your institution does or does not offer distance education courses and/or distance education programs. Check all that apply.

Undergraduate level distant education progams

Distance education program	 - A program for which all the required coursework for program completion is able to be completed via distance education courses."
Description,76,15431,DSTNUGN,"Please indicate at what level(s) your institution does or does not offer distance education courses and/or distance education programs. Check all that apply.

Undergraduate level distant education not offered

Distance education course	 - A course in which the instructional content is delivered exclusively via distance education.  Requirements for coming to campus for orientation, testing, or academic support services do not exclude a course from being classified as distance education.

Distance education program	 - A program for which all the required coursework for program completion is able to be completed via distance education courses."
Description,77,15436,DSTNGC,"Please indicate at what level(s) your institution does or does not offer distance education courses and/or distance education programs. Check all that apply.

Graduate level distant education courses

Distance education course	 - A course in which the instructional content is delivered exclusively via distance education.  Requirements for coming to campus for orientation, testing, or academic support services do not exclude a course from being classified as distance education."
Description,78,15441,DSTNGP,"Please indicate at what level(s) your institution does or does not offer distance education courses and/or distance education programs. Check all that apply.

Graduate level distant education progams

Distance education program	 - A program for which all the required coursework for program completion is able to be completed via distance education courses."
Description,79,15446,DSTNGN,"Please indicate at what level(s) your institution does or does not offer distance education courses and/or distance education programs. Check all that apply.

Graduate level distant education not offered

Distance education course	 - A course in which the instructional content is delivered exclusively via distance education.  Requirements for coming to campus for orientation, testing, or academic support services do not exclude a course from being classified as distance education.

Distance education program	 - A program for which all the required coursework for program completion is able to be completed via distance education courses."
Description,80,15400,DISTCRS,"Does your institution offer distance education courses?

A course in which the instructional content is delivered exclusively via distance education.  Requirements for coming to campus for orientation, testing, or academic support services do not exclude a course from being classified as distance education."
Description,81,15451,DISTPGS,"Please indicate at what level(s) your institution does or does not offer distance education courses and/or distance education programs. Check all that apply.

Distant education progams offered

Distance education program	 - A program for which all the required coursework for program completion is able to be completed via distance education courses."
Description,82,15406,DSTNCED1,"Please indicate at what level(s) your institution offers distance education opportunities (courses and/or programs).

Undergraduate

Distance education  Education that uses one or more technologies to deliver instruction to students who are separated from the instructor and to support regular and substantive interaction between the students and the instructor synchronously or asynchronously. Technologies used for instruction may include the following: Internet; one-way and two-way transmissions through open broadcasts, closed circuit, cable, microwave, broadband lines, fiber optics, satellite or wireless communication devices; audio conferencing; and video cassette, DVDs, and CD-ROMs, if the cassette, DVDs, and CD-ROMs are used in a course in conjunction with the technologies listed above.

Undergraduate  - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate."
Description,83,15411,DSTNCED2,"Please indicate at what level(s) your institution offers distance education opportunities (courses and/or programs).

Graduate

Distance education -  Education that uses one or more technologies to deliver instruction to students who are separated from the instructor and to support regular and substantive interaction between the students and the instructor synchronously or asynchronously. Technologies used for instruction may include the following: Internet; one-way and two-way transmissions through open broadcasts, closed circuit, cable, microwave, broadband lines, fiber optics, satellite or wireless communication devices; audio conferencing; and video cassette, DVDs, and CD-ROMs, if the cassette, DVDs, and CD-ROMs are used in a course in conjunction with the technologies listed above.

Graduate - A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs"
Description,84,15416,DSTNCED3,"Please indicate at what level(s) your institution offers distance education opportunities (courses and/or programs).

Does not offer distance education opportunites

Distance education  Education that uses one or more technologies to deliver instruction to students who are separated from the instructor and to support regular and substantive interaction between the students and the instructor synchronously or asynchronously.

Technologies used for instruction may include the following: Internet; one-way and two-way transmissions through open broadcasts, closed circuit, cable, microwave, broadband lines, fiber optics, satellite or wireless communication devices; audio conferencing; and video cassette, DVDs, and CD-ROMs, if the cassette, DVDs, and CD-ROMs are used in a course in conjunction with the technologies listed above."
Description,85,15401,DISTNCED,"Are all the programs at your institution offered completely via distance education?

A program for which all the required coursework for program completion is able to be completed via distance education courses."
Description,86,24566,DISAB,"Please indicate the percentage of all undergraduates enrolled in Fall 2018 who are formally registered as students with disabilities with the institution's office of disability services (or the equivalent office):

This variable applies only to undergraduate students enrolled either full- or part-time. If fewer than 3% of the institution’s undergraduate students are registered with the disability services (or equivalent) office, the actual percent is not indicated. However, if more than 3% of the institution’s undergraduate students are registered with the disability services (or equivalent) office, the appropriate percentage is given.
See variable DISABPCT."
Description,87,24571,DISABPCT,Enter percentage when the percentage of all undergraduates enrolled in Fall 2018 who are formally registered as students with disabilities with the institution's office of disability services (or the equivalent office) if percentage is more than 3 percent
Description,88,15066,ALLONCAM,"Are all full-time, first-time degree/certificate-seeking students required to live on campus or in institutionally-controlled housing?  
If Yes to this question, institution is expected to specify a housing capacity, and to report room and board charges, or a comprehensive fee.  

FIRST-TIME STUDENT (UNDERGRADUATE) - A student attending any institution for the first time at the undergraduate level. Includes students enrolled in academic or occupational programs. Also includes students enrolled in the fall term who attended college for the first time in the prior summer term, and students who entered with advanced standing (college credits earned before graduation from high school). 
FULL-TIME Undergraduate - 
A student enrolled for 12 or more semester credits, or 12 or more quarter credits, or 24 or more contact hours a week each term."
Description,89,10961,TUITVARY,"Does your institution charge different tuition for in-district, in-state, or out-of-state students? 

TUITION AND REQUIRED FEES (Tuition)- Amount of money charged to students for instructional services. Tuition may be charged per term, per course, or per credit. (Required fees) - Fixed sum charged to students for items not covered by tuition and required of such a large proportion of all students that the student who does NOT pay the charge is an exception. 
IN-DISTRICT STUDENT - A student who is a legal resident of the locality in which he/she attends school and thus is entitled to reduced tuition charges if offered by the institution .
IN-STATE STUDENT - A student who is a legal resident of the state in which he/she attends school. 
OUT-OF-STATE STUDENT -A student who is not a legal resident of the state in which he/she attends school."
Description,90,10966,ROOM,Does your institution provide on-campus housing?
Description,91,10971,ROOMCAP,"If institution provides on-campus housing, specify dormitory capacity for academic year 

DORMITORY CAPACITY - The maximum number of students that the institution can provide residential facilities for, whether on or off campus. (off-campus dormitory space that is reserved by the institution)."
Description,92,10976,BOARD,"Does your institution provide board or meal plans to your students?

BOARD CHARGES - The charge for an academic year for meals, for a specified number of meals per week."
Description,93,10981,MEALSWK,"If board or meal plans are provide, enter number of meals per week in the maximum meal plan offered. 
If the number of meals per week can vary (for example, student receives a meal card and charges meals against the card) this field is not applicable.

BOARD CHARGES - The charge for an academic year for meals, for a specified number of meals per week."
Description,94,10986,ROOMAMT,"What are the typical room and board charges for a student for the full academic year 2018-19 ?

Room charges

ROOM CHARGES - The charges for an academic year for rooming accommodations for a typical student sharing a room with one other student."
Description,95,10991,BOARDAMT,"What are the typical room and board charges for a student for the full academic year 2018-19 ?

Board charges

BOARD CHARGES - The charge for an academic year for meals, for a specified number of meals per week."
Description,96,10996,RMBRDAMT,"What are the typical room and board charges for a student for the full academic year 2018-19?

Combined room and board charge (applicable only if institution CANNOT separate room and board charges.)

ROOM CHARGES - The charges for an academic year for rooming accommodations for a typical student sharing a room with one other student. 
BOARD CHARGES - The charge for an academic year for meals, for a specified number of meals per week."
Description,97,10911,APPLFEEU,"If insitution charges an application fee, indicate the amount of fee.

Undergraduate

APPLICATION FEE - That amount of money that an institution charges for processing a student's application for admittance to the institution. This amount is not creditable toward tuition or required fees, nor is it refundable if the student is not admitted to the institution. 
UNDERGRADUATE - A student enrolled in a 4- or 5-year bachelor's degree program, an associate's degree program, or a vocational or technical program below the baccalaureate."
Description,98,10916,APPLFEEG,"If insitution charges an application fee, indicate the amount of fee.

Graduate

APPLICATION FEE - That amount of money that an institution charges for processing a student's application for admittance to the institution. This amount is not creditable toward tuition or required fees, nor is it refundable if the student is not admitted to the institution. 
GRADUATE STUDENT 
A student who holds a bachelor's or first-professional degree, or equivalent, and is taking courses at the post-baccalaureate level. These students may or may not be enrolled in graduate programs."
Description,99,10816,ATHASSOC,Member of National Athletic Association (Yes/No)
Description,100,10821,ASSOC1,"If the institution is a member of a national athletic association 

National Collegiate Athletic Association (NCAA)"
Description,101,10826,ASSOC2,"If the institution is a member of a national athletic association 

National Association of Intercollegiate Athletics (NAIA)"
Description,102,10831,ASSOC3,"If the institution is a member of a national athletic association 

National Junior College Athletic Association (NJCAA)"
Description,103,10836,ASSOC4,"If the institution is a member of a national athletic association
 
National Small College Athletic Association (NSCAA)"
Description,104,10841,ASSOC5,"If the institution is a member of a national athletic association

National Christian College Athletic Association (NCCAA)"
Description,105,10846,ASSOC6,"If the institution is a member of a national athletic association

Other, not one of the above associations"
Description,106,10851,SPORT1,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

NCAA or NAIA member for football (Yes/No)"
Description,107,10856,CONFNO1,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

If NCAA or NAIA member for football, specify conference"
Description,108,10861,SPORT2,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

NCAA or NAIA member for basketball (Yes/No)"
Description,109,10866,CONFNO2,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

If NCAA or NAIA member for basketball, specify conference"
Description,110,10871,SPORT3,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

NCAA or NAIA member for baseball (Yes/No)"
Description,111,10876,CONFNO3,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

If NCAA or NAIA member for baseball, specify conference"
Description,112,10881,SPORT4,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

NCAA or NAIA member for cross country/track (Yes/No)"
Description,113,10886,CONFNO4,"If this institution is a member of the NCAA or NAIA, specify the conference FOR EACH SPORT 

If NCAA or NAIA member for cross country/track, specify conference"
Description,114,,,
Description,115,,,
Description,116,,,
Description,117,,,
Description,118,,,
Description,119,,,
Description,120,,,
Description,121,,,
Description,122,,,
Description,123,,,
Description,124,,,
Description,125,,,
Description,126,,,
Description,127,,,
Description,128,,,
Description,129,,,
Description,130,,,
Description,131,,,
Description,132,,,
Description,133,,,
Description,134,,,
Description,135,,,
Description,136,,,
Description,137,,,
Description,138,,,
Description,139,,,
Description,140,,,
Description,141,,,
Description,142,,,
Description,143,,,
Description,144,,,
Description,145,,,
Description,146,,,
Description,147,,,
Description,148,,,
Description,149,,,
Description,150,,,
Description,151,,,
Description,152,,,
Description,153,,,
Description,154,,,
Description,155,,,
Description,156,,,
Description,157,,,
Description,158,,,
Description,159,,,
Description,160,,,
Description,161,,,
Description,162,,,
Description,163,,,
Description,164,,,
Description,165,,,
Description,166,,,
Description,167,,,
Description,168,,,
Description,169,,,
Description,170,,,
Description,171,,,
Description,172,,,
Description,173,,,
Description,174,,,
Description,175,,,
Description,176,,,
Description,177,,,
Description,178,,,
Description,179,,,
Description,180,,,
Description,181,,,
Description,182,,,
Description,183,,,
Description,184,,,
Description,185,,,
Description,186,,,
Description,187,,,
Description,188,,,
Description,189,,,
Description,190,,,
Description,191,,,
Description,192,,,
Description,193,,,
Description,194,,,
Description,195,,,
Description,196,,,
Description,197,,,
Description,198,,,
Description,199,,,
Description,200,,,
Description,201,,,
Description,202,,,
Description,203,,,
Description,204,,,
Description,205,,,
Description,206,,,
Description,207,,,
Description,208,,,
Description,209,,,
Description,210,,,
Description,211,,,
Description,212,,,
Description,213,,,
Description,214,,,
Description,215,,,
Description,216,,,
Description,217,,,
Description,218,,,
Description,219,,,
Description,220,,,
Description,221,,,
Description,222,,,
Description,223,,,
Description,224,,,
Description,225,,,
Description,226,,,
Description,227,,,
Description,228,,,
Description,229,,,
Description,230,,,
Description,231,,,
Description,232,,,
Description,233,,,
Description,234,,,
Description,235,,,
Description,236,,,
Description,237,,,
Description,238,,,
Description,239,,,
Description,240,,,
Description,241,,,
Description,242,,,
Description,243,,,
Description,244,,,
Description,245,,,
Description,246,,,
Description,247,,,
Description,248,,,
Description,249,,,
Description,250,,,
Description,251,,,
Description,252,,,
Description,253,,,
Description,254,,,
Description,255,,,
Description,256,,,
Description,257,,,
Description,258,,,
Description,259,,,
Description,260,,,
Description,261,,,
Description,262,,,
Description,263,,,
Description,264,,,
Description,265,,,
Description,266,,,
Description,267,,,
Description,268,,,
Description,269,,,
Description,270,,,
Description,271,,,
Description,272,,,
Description,273,,,
Description,274,,,
Description,275,,,
Description,276,,,
Description,277,,,
Description,278,,,
Description,279,,,
Description,280,,,
Description,281,,,
Description,282,,,
Description,283,,,
Description,284,,,
Description,285,,,
Description,286,,,
Description,287,,,
Description,288,,,
Description,289,,,
Description,290,,,
Description,291,,,
Description,292,,,
Description,293,,,
Description,294,,,
Description,295,,,
Description,296,,,
Description,297,,,
Description,298,,,
Description,299,,,
Description,300,,,
Description,301,,,
Description,302,,,
Description,303,,,
Description,304,,,
Description,305,,,
Description,306,,,
Description,307,,,
Description,308,,,
Description,309,,,
Description,310,,,
Description,311,,,
Description,312,,,
Description,313,,,
Description,314,,,
Description,315,,,
Description,316,,,
Description,317,,,
Description,318,,,
Description,319,,,
Description,320,,,
Description,321,,,
Description,322,,,
Description,323,,,
Description,324,,,
Frequencies,0,varnumber,varname,codevalue,valuelabel,frequency,percent
Frequencies,1,10361,PEO1ISTR,1,Yes,3976,62.5
Frequencies,2,10361,PEO1ISTR,0,Implied no,2386,37.5
Frequencies,3,10366,PEO2ISTR,1,Yes,4423,69.52
Frequencies,4,10366,PEO2ISTR,0,Implied no,1939,30.48
Frequencies,5,10371,PEO3ISTR,1,Yes,814,12.79
Frequencies,6,10371,PEO3ISTR,0,Implied no,2066,32.47
Frequencies,7,10371,PEO3ISTR,-2,Not applicable,3482,54.73
Frequencies,8,10376,PEO4ISTR,1,Yes,1084,17.04
Frequencies,9,10376,PEO4ISTR,0,Implied no,5278,82.96
Frequencies,10,10381,PEO5ISTR,1,Yes,1234,19.399999999999999
Frequencies,11,10381,PEO5ISTR,0,Implied no,5128,80.599999999999994
Frequencies,12,10386,PEO6ISTR,1,Yes,365,5.74
Frequencies,13,10386,PEO6ISTR,0,Implied no,5997,94.26
Frequencies,14,10391,CNTLAFFI,1,Public,2035,31.99
Frequencies,15,10391,CNTLAFFI,2,Private for-profit,2444,38.42
Frequencies,16,10391,CNTLAFFI,3,Private not-for-profit (no religious affiliation),966,15.18
Frequencies,17,10391,CNTLAFFI,4,Private not-for-profit (religious affiliation),917,14.41
Frequencies,18,10396,PUBPRIME,1,Federal,17,0.27
Frequencies,19,10396,PUBPRIME,2,State,1506,23.67
Frequencies,20,10396,PUBPRIME,3,Territorial,10,0.16
Frequencies,21,10396,PUBPRIME,4,School district,235,3.69
Frequencies,22,10396,PUBPRIME,5,County,91,1.43
Frequencies,23,10396,PUBPRIME,7,City,13,0.2
Frequencies,24,10396,PUBPRIME,8,Special district,114,1.79
Frequencies,25,10396,PUBPRIME,9,Other,49,0.77
Frequencies,26,10396,PUBPRIME,-2,Not applicable,4327,68.010000000000005
Frequencies,27,10401,PUBSECON,1,Federal,15,0.24
Frequencies,28,10401,PUBSECON,2,State,142,2.23
Frequencies,29,10401,PUBSECON,3,Territorial,8,0.13
Frequencies,30,10401,PUBSECON,4,School district,73,1.1499999999999999
Frequencies,31,10401,PUBSECON,5,County,54,0.85
Frequencies,32,10401,PUBSECON,6,Township,1,0.02
Frequencies,33,10401,PUBSECON,7,City,4,0.06
Frequencies,34,10401,PUBSECON,8,Special district,23,0.36
Frequencies,35,10401,PUBSECON,9,Other,39,0.61
Frequencies,36,10401,PUBSECON,0,Implied no,1676,26.34
Frequencies,37,10401,PUBSECON,-2,Not applicable,4327,68.010000000000005
Frequencies,38,10406,RELAFFIL,51,African Methodist Episcopal,6,0.09
Frequencies,39,10406,RELAFFIL,24,African Methodist Episcopal Zion Church,3,0.05
Frequencies,40,10406,RELAFFIL,52,American Baptist,17,0.27
Frequencies,41,10406,RELAFFIL,22,American Evangelical Lutheran Church,1,0.02
Frequencies,42,10406,RELAFFIL,27,Assemblies of God Church,14,0.22
Frequencies,43,10406,RELAFFIL,54,Baptist,64,1.01
Frequencies,44,10406,RELAFFIL,28,Brethren Church,2,0.03
Frequencies,45,10406,RELAFFIL,34,Christ and Missionary Alliance Church,4,0.06
Frequencies,46,10406,RELAFFIL,61,Christian Church (Disciples of Christ),19,0.3
Frequencies,47,10406,RELAFFIL,48,Christian Churches and Churches of Christ,17,0.27
Frequencies,48,10406,RELAFFIL,55,Christian Methodist Episcopal,4,0.06
Frequencies,49,10406,RELAFFIL,35,Christian Reformed Church,3,0.05
Frequencies,50,10406,RELAFFIL,58,Church of Brethren,4,0.06
Frequencies,51,10406,RELAFFIL,57,Church of God,10,0.16
Frequencies,52,10406,RELAFFIL,59,Church of the Nazarene,10,0.16
Frequencies,53,10406,RELAFFIL,74,Churches of Christ,18,0.28000000000000003
Frequencies,54,10406,RELAFFIL,60,Cumberland Presbyterian,2,0.03
Frequencies,55,10406,RELAFFIL,50,"Episcopal Church, Reformed",2,0.03
Frequencies,56,10406,RELAFFIL,102,Evangelical Christian,4,0.06
Frequencies,57,10406,RELAFFIL,36,Evangelical Congregational Church,1,0.02
Frequencies,58,10406,RELAFFIL,37,Evangelical Covenant Church of America,2,0.03
Frequencies,59,10406,RELAFFIL,38,Evangelical Free Church of America,2,0.03
Frequencies,60,10406,RELAFFIL,39,Evangelical Lutheran Church,27,0.42
Frequencies,61,10406,RELAFFIL,64,Free Methodist,5,0.08
Frequencies,62,10406,RELAFFIL,41,Free Will Baptist Church,4,0.06
Frequencies,63,10406,RELAFFIL,65,Friends,7,0.11
Frequencies,64,10406,RELAFFIL,105,General Baptist,1,0.02
Frequencies,65,10406,RELAFFIL,91,Greek Orthodox,2,0.03
Frequencies,66,10406,RELAFFIL,42,Interdenominational,39,0.61
Frequencies,67,10406,RELAFFIL,40,International United Pentecostal Church,1,0.02
Frequencies,68,10406,RELAFFIL,80,Jewish,37,0.57999999999999996
Frequencies,69,10406,RELAFFIL,68,Lutheran Church - Missouri Synod,11,0.17
Frequencies,70,10406,RELAFFIL,67,Lutheran Church in America,2,0.03
Frequencies,71,10406,RELAFFIL,43,Mennonite Brethren Church,2,0.03
Frequencies,72,10406,RELAFFIL,69,Mennonite Church,6,0.09
Frequencies,73,10406,RELAFFIL,87,Missionary Church Inc,1,0.02
